661272028|0|0|SKING
526476627|0|0|NKOCHHAR
542323343|0|1|LDEHAAN
491928244|0|0|AHUNOLD
805452976|0|0|BERNST
497821851|1|0|DAUSTIN
365889675|0|0|VPATABAL
238835883|1|0|DLORENTZ
676071097|0|0|NGREENBE
490127475|1|0|DFAVIET
326663086|0|0|JCHEN
371432101|0|0|ISCIARRA
134432757|0|0|JMURMAN
273143440|0|0|LPOPP
223670049|1|0|DRAPHEAL
551019428|0|0|AKHOO
441672618|0|0|SBAIDA
718057615|0|0|STOBIAS
473473379|0|0|GHIMURO
599127479|0|0|KCOLMENA
671735086|0|0|MWEISS
306289564|0|0|AFRIPP
767169700|0|0|PKAUFLIN
535847535|0|0|SVOLLMAN
217192383|0|0|KMOURGOS
121835955|0|0|JNAYER
277493252|0|0|IMIKKILI
677564594|0|0|JLANDRY
416524655|0|0|SMARKLE
804367677|0|0|LBISSOT
388498749|0|0|MATKINSO
694308776|0|0|JAMRLOW
550886292|0|0|TJOLSON
192057939|0|0|JMALLIN
256467930|0|0|MROGERS
660386436|0|0|KGEE
652632372|0|0|HPHILTAN
323885573|0|0|RLADWIG
485128203|0|0|SSTILES
663184101|0|0|JSEO
408707644|0|0|JPATEL
240033277|0|0|TRAJS
263658281|0|1|CDAVIES
836290621|0|0|RMATOS
228480933|0|0|PVARGAS
491468339|0|0|JRUSSEL
381048770|0|0|KPARTNER
658874527|0|0|AERRAZUR
222355712|0|0|GCAMBRAU
821188916|0|0|EZLOTKEY
808973556|0|0|PTUCKER
591388917|1|0|DBERNSTE
358280916|0|0|PHALL
623495727|0|0|COLSEN
656815628|0|0|NCAMBRAU
374692600|0|0|OTUVAULT
475794077|0|0|JKING
293539281|0|0|PSULLY
713186079|0|0|AMCEWEN
537132238|0|0|LSMITH
371097973|0|1|LDORAN
784477393|0|0|SSEWALL
710314382|0|0|CVISHNEY
673000747|1|0|DGREENE
155384207|0|0|MMARVINS
123545969|1|0|DLEE
582268470|0|0|SANDE
341562514|0|0|ABANDA
301972999|0|0|LOZER
781651266|0|0|HBLOOM
122986412|0|0|TFOX
528262639|0|0|WSMITH
730922093|0|0|EBATES
406453411|0|0|SKUMAR
301258594|0|0|EABEL
440710211|0|0|AHUTTON
436921580|0|0|JTAYLOR
309391206|0|0|JLIVINGS
238675808|0|0|KGRANT
561677820|0|0|CJOHNSON
682349140|0|0|WTAYLOR
173513617|0|0|JFLEAUR
249511360|0|0|MSULLIVA
736707274|0|0|GGEONI
744098088|0|0|NSARCHAN
677021755|0|0|ABULL
662036427|0|1|JDELLING
168025776|0|0|ACABRIO
377578286|0|0|KCHUNG
611923906|0|1|JDILLY
220067838|0|0|TGATES
372864432|0|0|RPERKINS
271997715|0|0|SBELL
503143931|0|0|BEVERETT
552444036|0|0|SMCCAIN
808419023|0|0|VJONES
164664291|0|0|AWALSH
495841459|0|0|KFEENEY
471372823|1|0|DOCONNEL
637712355|1|0|DGRANT
428866769|0|0|JWHALEN
696003048|0|0|MHARTSTE
291057029|0|0|PFAY
218329597|0|0|SMAVRIS
831918075|0|0|HBAER
445658179|0|0|SHIGGINS
544909745|0|0|WGIETZ
