121835955|0|0|JNAYER
122986412|0|0|TFOX
123545969|0|0|DLEE
134432757|0|0|JMURMAN
155384207|0|0|MMARVINS
164664291|0|0|AWALSH
168025776|0|0|ACABRIO
173513617|0|0|JFLEAUR
192057939|0|0|JMALLIN
217192383|0|0|KMOURGOS
218329597|0|0|SMAVRIS
220067838|0|0|TGATES
222355712|0|0|GCAMBRAU
223670049|0|0|DRAPHEAL
228480933|0|0|PVARGAS
238675808|0|0|KGRANT
238835883|0|0|DLORENTZ
240033277|0|0|TRAJS
249511360|0|0|MSULLIVA
256467930|0|0|MROGERS
263658281|0|0|CDAVIES
271997715|0|0|SBELL
273143440|0|0|LPOPP
277493252|0|0|IMIKKILI
291057029|0|0|PFAY
293539281|0|0|PSULLY
301258594|0|0|EABEL
301972999|0|0|LOZER
306289564|0|0|AFRIPP
309391206|0|0|JLIVINGS
323885573|0|0|RLADWIG
326663086|0|0|JCHEN
341562514|0|0|ABANDA
358280916|0|0|PHALL
365889675|0|0|VPATABAL
371097973|0|0|LDORAN
371432101|0|0|ISCIARRA
372864432|0|0|RPERKINS
374692600|0|0|OTUVAULT
377578286|0|0|KCHUNG
381048770|0|0|KPARTNER
388498749|0|0|MATKINSO
406453411|0|0|SKUMAR
408707644|0|0|JPATEL
416524655|0|0|SMARKLE
428866769|0|0|JWHALEN
436921580|0|0|JTAYLOR
440710211|0|0|AHUTTON
441672618|0|0|SBAIDA
445658179|0|0|SHIGGINS
471372823|0|0|DOCONNEL
473473379|0|0|GHIMURO
475794077|0|0|JKING
485128203|0|0|SSTILES
490127475|0|0|DFAVIET
491468339|0|0|JRUSSEL
491928244|0|0|AHUNOLD
495841459|0|0|KFEENEY
497821851|0|0|DAUSTIN
503143931|0|0|BEVERETT
526476627|0|0|NKOCHHAR
528262639|0|0|WSMITH
535847535|0|0|SVOLLMAN
537132238|0|0|LSMITH
542323343|0|0|LDEHAAN
544909745|0|0|WGIETZ
550886292|0|0|TJOLSON
551019428|0|0|AKHOO
552444036|0|0|SMCCAIN
561677820|0|0|CJOHNSON
582268470|0|0|SANDE
591388917|0|0|DBERNSTE
599127479|0|0|KCOLMENA
611923906|0|0|JDILLY
623495727|0|0|COLSEN
637712355|0|0|DGRANT
652632372|0|0|HPHILTAN
656815628|0|0|NCAMBRAU
658874527|0|0|AERRAZUR
660386436|0|0|KGEE
661272028|0|0|SKING
662036427|0|0|JDELLING
663184101|0|0|JSEO
671735086|0|0|MWEISS
673000747|0|0|DGREENE
676071097|0|0|NGREENBE
677021755|0|0|ABULL
677564594|0|0|JLANDRY
682349140|0|0|WTAYLOR
694308776|0|0|JAMRLOW
696003048|0|0|MHARTSTE
710314382|0|0|CVISHNEY
713186079|0|0|AMCEWEN
718057615|0|0|STOBIAS
730922093|0|0|EBATES
736707274|0|0|GGEONI
744098088|0|0|NSARCHAN
767169700|0|0|PKAUFLIN
781651266|0|0|HBLOOM
784477393|0|0|SSEWALL
804367677|0|0|LBISSOT
805452976|0|0|BERNST
808419023|0|0|VJONES
808973556|0|0|PTUCKER
821188916|0|0|EZLOTKEY
831918075|0|0|HBAER
836290621|0|0|RMATOS
